phrase,intent,parameters
Приоткрой все окна на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 30}"
Открой все стекла,window_set,"{""action"": ""open"", ""window"": ""all""}"
Закрой окна полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
"Выключи кондиционер, пожалуйста",ac_set,"{""state"": ""off""}"
Настрой кондиционер на восемнадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи климат-контроль,ac_off,
Пусть кондиционер будет выключен,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Выключи обдув,ac_mode_set,"{""enabled"": false}"
Увеличь скорость вентилятора на максимум,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Установи вентилятор на среднюю скорость,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Включи обогрев сиденья водителя на восемьдесят процентов,seat_heater_set,"{""seat"": ""driver"", ""level"": 80}"
Выключи обогрев сидений,seat_heater_set,"{""seat"": ""passenger"", ""level"": 0}"
Включи вентиляцию для пассажира на двадцать пять,seat_vent_set,"{""seat"": ""passenger"", ""level"": 25}"
Включи обдув для водителя на максимум,seat_vent_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи обогрев лобового стекла,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Приоткрой люк на двадцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 20}"
Выключи люк,sunroof_close,
Включи музыку,play_music,
Приостанови воспроизведение,media_pause,
Останови музыку,stop_music,
Следующий трек,next_track,
Вернись на предыдущий трек,previous_track,
Сделай громче на пять,volume_change,"{""delta"": 5}"
Уменьши громкость на десять,volume_change,"{""delta"": -10}"
Установи громкость на восемьдесят процентов,volume_set,"{""level"": 80}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
"Пожалуйста, отключи звук",volume_mute_set,"{""state"": ""off""}"
Поставь радио на сто две,radio_set,"{""frequency"": ""102.0""}"
Настрой радио на восемьдесят семь целых пять,radio_set,"{""frequency"": ""87.5""}"
Включи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Поставь AUX,media_source_set,"{""source"": ""aux""}"
Начни навигацию до дома,nav_start,"{""destination"": ""дом""}"
Отмени навигацию,nav_cancel,
Позвони Свете,call_start,"{""contact"": ""Света""}"
Ответь на звонок,call_answer,
Завершить вызов,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Пусть дворники работают на автомате,rain_set,"{""mode"": ""auto""}"
Настрой дворники на медленную скорость,wipers_set,"{""speed"": ""low""}"
"Привет, как дела?",chitchat,
Как вы сегодня?,chitchat,
Закрой окно у водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Открой все окна на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 20}"
Приоткрой стекло у пассажира,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Закрой стекло полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Сделай кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_set,"{""state"": ""off""}"
Поставь температуру на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Пусть кондиционер будет выключен,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Выключи обдув,ac_mode_set,"{""enabled"": false}"
Включи вентилятор на высокую скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай вентилятор на минимуме,ac_fan_set,"{""level"": 0, ""speed"": ""low""}"
Включи обогрев сиденья пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Поставь обогрев для водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев для водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 80}"
Включи обогрев сиденья на 30,seat_heater_set,"{""seat"": ""passenger"", ""level"": 30}"
Включи задний обогрев,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи передний обогрев,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк на 70 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 70}"
Открой люк полностью,sunroof_set,"{""action"": ""open"", ""percent"": 100}"
Закрой люк,sunroof_close,
Запусти музыку,play_music,
Останови музыку,stop_music,
Приостанови воспроизведение,media_pause,
Следующий трек,next_track,
Назад на предыдущий трек,previous_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Убавь звук на 5,volume_change,"{""delta"": -5}"
Установи громкость на 75,volume_set,"{""level"": 75}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Включи звук,volume_mute_set,"{""state"": ""off""}"
Поставь радио на частоту 101.1,radio_set,"{""frequency"": ""101.1""}"
Переключись на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Как доехать до магазина?,nav_start,"{""destination"": ""магазин""}"
Отмени маршрут,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заканчивай разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Установи режим автоматических дворников,wipers_set,"{""speed"": ""auto""}"
Переключи на ручной режим дворников,rain_set,"{""mode"": ""manual""}"
"Привет, как дела?",chitchat,
Что нового?,chitchat,
Как у тебя дела?,chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой пассажирское стекло на сто процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 100}"
Сделай кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Включи обогрев сидения пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Сделай погромче на 10,volume_change,"{""delta"": 10}"
Уменьши громкость на десять процентов,volume_change,"{""delta"": -10}"
Поставь радио на 95.5,radio_set,"{""frequency"": ""95.5""}"
Запусти навигацию до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Как доехать до музея?,nav_start,"{""destination"": ""музей""}"
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Отключи фары,headlights_set,"{""state"": ""off""}"
Включи стеклоочистители на высокую скорость,wipers_set,"{""speed"": ""high""}"
Увеличь громкость до 75%,volume_set,"{""level"": 75}"
Сделай шторы закрытыми,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Отмени навигацию,nav_cancel,
Выключи музыку,stop_music,
Открой окно у водителя полностью,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Приоткрой стекло у пассажира на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 20}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Сделай кондиционер на 21 градус,ac_set,"{""state"": ""on"", ""temperature"": 21}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Поставь вентилятор на среднюю скорость,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
"Сделай так, чтобы заднее стекло оттаивало",defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Открой люк на тридцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 30}"
Закрой люк,sunroof_close,
"Поставь музыку, пожалуйста",play_music,
Приостанови музыку,media_pause,
Включи радио,play_music,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на пятьдесят процентов,volume_change,"{""delta"": -50}"
Настрой громкость на восемьдесят,volume_set,"{""level"": 80}"
Включи бесшумный режим,volume_mute_set,"{""state"": ""on""}"
Поставь Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Переключи на следующую песню,next_track,
Найди станцию 102.5,radio_set,"{""frequency"": ""102.5""}"
Как доехать до Кремля?,nav_start,"{""destination"": ""Кремль""}"
Отмени навигацию,nav_cancel,
Позвони Васе,call_start,"{""contact"": ""Вася""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Поставь дворники на авто,rain_set,"{""mode"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Как дела?,chitchat,
Что нового?,chitchat,
Жарко у нас в машине,chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна на сто процентов,window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой пассажирское окно на 30 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Сделай кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_set,"{""state"": ""off"", ""temperature"": 0}"
Включи климат-контроль на 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи климат,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Отключи обдув,ac_mode_set,"{""enabled"": false}"
Поставь вентилятор на высокую скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай обогрев сидения пассажира на 50%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи обогрев для водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентилятор на 30%,seat_vent_set,"{""seat"": ""driver"", ""level"": 30}"
Отключи обогрев сиденья,seat_heater_set,"{""seat"": ""passenger"", ""level"": 0}"
Включи обогрев на 75% для пассажирского сидения,seat_heater_set,"{""seat"": ""passenger"", ""level"": 75}"
Включи обогрев для сидения водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев сидения на минимуме,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи задний обогрев стекол,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи передний обогрев стекол,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк,sunroof_close,
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк на 100 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Поставь радио на частоту 91.5,radio_set,"{""frequency"": ""91.5""}"
Сделай громче на 5,volume_change,"{""delta"": 5}"
Снизь громкость на 20,volume_change,"{""delta"": -20}"
Уменьши громкость,volume_change,"{""direction"": ""down""}"
Увеличь громкость,volume_change,"{""direction"": ""up""}"
Поставь уровень громкости на 70,volume_set,"{""level"": 70}"
Сделай без звука,volume_mute_set,"{""state"": ""on""}"
Включи звук,volume_mute_set,"{""state"": ""off""}"
Переключи на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Включи музыку,play_music,
Останови музыку,stop_music,
Пауза для музыки,media_pause,
Переключи на следующую песню,next_track,
Вернись на предыдущую песню,previous_track,
Включи случайное воспроизведение,media_shuffle_set,
Повтори эту песню,media_repeat_set,"{""mode"": ""one""}"
Выключи повтор,media_repeat_set,"{""mode"": ""off""}"
Как добраться до станции метро?,nav_start,"{""destination"": ""станция метро""}"
Отмени навигацию,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Поставь фары на автомат,headlights_set,"{""state"": ""auto""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
Выключи дворники,wipers_set,"{""speed"": ""off""}"
Поставь дворники на авто,wipers_set,"{""speed"": ""auto""}"
Сделай скорость дворников высокой,wipers_set,"{""speed"": ""high""}"
Включи дождевик в ручном режиме,rain_set,"{""mode"": ""manual""}"
Включи дождевик в автоматическом режиме,rain_set,"{""mode"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Выключи обогрев руля,wheel_heater_set,"{""state"": ""off""}"
"Привет, как дела?",chitchat,
Как у тебя дела?,chitchat,
Что нового?,chitchat,
Как проходит твой день?,chitchat,
Привет!,chitchat,
Приоткрой окно водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой пассажирское стекло на половину,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 50}"
Включи кондиционер на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
"Пожалуйста, выключи кондиционер",ac_set,"{""state"": ""off""}"
Давай поставим кондиционер на 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Пусть кондиционер будет включен,ac_mode_set,"{""enabled"": true}"
"Установи рециркуляцию, пожалуйста",ac_mode_set,"{""enabled"": false}"
Увеличь скорость вентилятора на 50,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Поставь обогрев сиденья на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев сидения пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
"Сделай так, чтобы вентилятор сиденья работал на 30",seat_vent_set,"{""seat"": ""driver"", ""level"": 30}"
Включи обогрев сидения на 60,seat_heater_set,"{""seat"": ""passenger"", ""level"": 60}"
Включи обдув лобового стекла,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой обогрев заднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на 75 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 75}"
Закрой люк полностью,sunroof_close,
Включи радио на частоте 100.5,radio_set,"{""frequency"": ""100.5""}"
"Поставь станцию ""Европа Плюс""",radio_set_station,"{""station"": ""Европа Плюс""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на пять процентов,volume_change,"{""delta"": -5}"
Настрой громкость на 80,volume_set,"{""level"": 80}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
"Пожалуйста, переключи на Bluetooth",media_source_set,"{""source"": ""bluetooth""}"
Останови музыку,stop_music,
Запусти следующую песню,next_track,
Как доехать до станции метро?,nav_start,"{""destination"": ""станция метро""}"
Отмени навигацию,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заверши текущий звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Сделай дождевую настройку ручной,rain_set,"{""mode"": ""manual""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Сделай погромче,volume_change,"{""direction"": ""up""}"
Сделай потише,volume_change,"{""direction"": ""down""}"
Открой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
"Закрой заднее окно, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло пассажира на 25 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 25}"
Сделай кондиционер на 21 градус,ac_set,"{""state"": ""on"", ""temperature"": 21}"
"Пожалуйста, выключи кондиционер",ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора до 70%,ac_fan_set,"{""level"": 70, ""speed"": ""medium""}"
Размори заднее стекло,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Закрой люк на 50 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Включи музыку,play_music,
Останови музыку,stop_music,
Поставь громкость на 80,volume_set,"{""level"": 80}"
Сделай тише на десять,volume_change,"{""delta"": -10}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Звони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Установи дворники на автоматический режим,rain_set,"{""mode"": ""auto""}"
"Привет, как дела?",chitchat,
Сделай громче на 5,volume_change,"{""delta"": 5}"
"Пожалуйста, включи обогрев сиденья водителя",seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Закрой окно на 75 процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 75}"
Поставь кондиционер на 19 градусов,ac_set,"{""state"": ""on"", ""temperature"": 19}"
Включи вентилятор на максимуме,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай громче музыку,volume_change,"{""direction"": ""up""}"
Приоткрой окно водителя немного,window_set,"{""action"": ""open"", ""window"": ""driver"", ""percent"": 20}"
Закрой окно у пассажира,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Открой все окна на сто процентов,window_set,"{""action"": ""open"", ""window"": ""all"", ""percent"": 100}"
Сделай холоднее на два градуса,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи кондиционер и выставь на двадцать три,ac_set,"{""state"": ""on"", ""temperature"": 23}"
Выключи кондиционер,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Сделай обдув сильнее,ac_fan_set,"{""level"": 70, ""speed"": ""high""}"
Поставь обогрев сиденья на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Открой люк на тридцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 30}"
Закрой люк,sunroof_close,
Включи музыку,play_music,
Останови музыку,stop_music,
Переключи на следующую песню,next_track,
Сделай громче на восемь,volume_change,"{""delta"": 8}"
Убавь громкость на десять процентов,volume_change,"{""delta"": -10}"
Поставь громкость на пятьдесят,volume_set,"{""level"": 50}"
Поставь радиостанцию на 95.0,radio_set,"{""frequency"": ""95.0""}"
Как доехать до Лужников?,nav_start,"{""destination"": ""Лужники""}"
Позвони Анне,call_start,"{""contact"": ""Анна""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дворники на средней скорости,wipers_set,"{""speed"": ""medium""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Открой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой пассажирское стекло, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Приоткрой все окна на половину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
Закрой окно сзади,window_set,"{""action"": ""close"", ""window"": ""rear""}"
Включи кондиционер на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
"Пожалуйста, выключи климат-контроль",ac_off,
Установи температуру кондиционера на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Сделай обдув сильнее,ac_fan_set,"{""level"": 70, ""speed"": ""high""}"
Включи обогрев сиденья пассажира на 100,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Выключи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи вентиляцию на сиденье,seat_vent_set,"{""seat"": ""driver"", ""level"": 50}"
Включи обогрев на пассажирском сиденье,seat_heater_set,"{""seat"": ""passenger"", ""level"": 80}"
Включи обогрев на сиденье водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 60}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи обогрев переднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк,sunroof_close,
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Сделай громче на 5,volume_change,"{""delta"": 5}"
Сделай тише на 20 процентов,volume_change,"{""delta"": -20}"
Увеличь громкость до 70,volume_set,"{""level"": 70}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Следующий трек,next_track,
Останови музыку,stop_music,
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Закончить разговор,call_hangup,
Как проехать до центра города?,nav_start,"{""destination"": ""центр города""}"
Отмени навигацию,nav_cancel,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Увеличь скорость дворников,wipers_set,"{""speed"": ""high""}"
Установи дворники на авто,rain_set,"{""mode"": ""auto""}"
Включи подогрев руля,wheel_heater_set,"{""state"": ""on""}"
Привет,chitchat,
Как дела?,chitchat,
Что нового?,chitchat,
"Пожалуйста, закрой окно у водителя",window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой стекло на заднем пассажирском сиденье,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Открой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
Включи кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи климат-контроль,ac_off,
Поставь кондиционер в режим рециркуляции,ac_mode_set,"{""enabled"": true}"
Сделай температуру в машине 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Установи обогрев на 50 процентов для водительского сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Поставь вентилятор на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на 15 процентов,volume_change,"{""delta"": -15}"
Поставь громкость на 70,volume_set,"{""level"": 70}"
Слушай музыку с USB,media_source_set,"{""source"": ""usb""}"
Переключи на радиостанцию Маяк,radio_set_station,"{""station"": ""Маяк""}"
Как добраться до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Запусти навигацию до Кремля,nav_start,"{""destination"": ""Кремль""}"
"Привет, как дела?",chitchat,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Установи стеклоочистители на авто,rain_set,"{""mode"": ""auto""}"
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой окно пассажира на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Сделай в машине немного прохладнее, включи кондиционер",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Настрой кондиционер на 24 градуса,ac_set,"{""state"": ""on"", ""temperature"": 24}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Выключи рециркуляцию,ac_mode_set,"{""enabled"": false}"
Увеличь скорость вентилятора до 70%,ac_fan_set,"{""level"": 70, ""speed"": ""high""}"
Включи обогрев сиденья пассажира на полную мощность,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Уменьши обогрев сиденья водителя до 50%,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Включи вентилятор для сиденья водителя на максимум,seat_vent_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Закрой люк на 50 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Открой люк,sunroof_set,"{""action"": ""open"", ""percent"": 100}"
Закрой люк,sunroof_close,
Включи радио на частоте 95.0,radio_set,"{""frequency"": ""95.0""}"
Переключи на следующую песню,next_track,
Останови музыку,stop_music,
Уменьши громкость на пять,volume_change,"{""delta"": -5}"
Сделай потише на десять процентов,volume_change,"{""direction"": ""down""}"
Поставь громкость на 80 процентов,volume_set,"{""level"": 80}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Вернись на прошлую песню,previous_track,
Подключи источник USB,media_source_set,"{""source"": ""usb""}"
Запусти музыку,play_music,
Как добраться до Московского Кремля?,nav_start,"{""destination"": ""Московский Кремль""}"
Отмени навигацию,nav_cancel,
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Заверши вызов,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
Переключи дворники на авто,rain_set,"{""mode"": ""auto""}"
Как дела?,chitchat,
Пока!,chitchat,
Приоткрой стекло у водителя на пятьдесят процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 50}"
"Закрой окно пассажира полностью, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Открой все окна на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 30}"
Закрой окно у водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
"Сделай так, чтобы окно пассажира было открыто на двадцать процентов",window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 20}"
Включи кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
"Выключи кондиционер, пожалуйста",ac_off,
Установи кондиционер на 25 градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Включи рециркуляцию в кондиционере,ac_mode_set,"{""enabled"": true}"
Убери кондиционер,ac_off,
Поставь вентилятор на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев сидения водителя на полную мощность,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентилятор на сидении пассажира на тридцать процентов,seat_vent_set,"{""seat"": ""passenger"", ""level"": 30}"
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 80}"
Включи обогрев на сиденье водителя на 50 процентов,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Закрой люк на половину,sunroof_set,"{""action"": ""set"", ""percent"": 50}"
Закрой люк,sunroof_close,
Включи радио на частоте 101.2,radio_set,"{""frequency"": ""101.2""}"
Следующая песня,next_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Поставь уровень громкости на 75,volume_set,"{""level"": 75}"
Убавь громкость на 15,volume_change,"{""delta"": -15}"
Включи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Как доехать до Эйфелевой башни?,nav_start,"{""destination"": ""Эйфелева башня""}"
Отменить навигацию,nav_cancel,
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Повесь трубку,call_hangup,
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дворники на низкой скорости,wipers_set,"{""speed"": ""low""}"
Сделай дождь в режиме авто,rain_set,"{""mode"": ""auto""}"
Привет,chitchat,
Как дела?,chitchat,
"Душно в машине, сделай холоднее",ac_set,"{""state"": ""on"", ""temperature"": 18}"
Закрой окно водителя полностью,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой пассажирское окно на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 20}"
Открой все окна на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 30}"
"Пожалуйста, закрой окошко у водителя",window_set,"{""action"": ""close"", ""window"": ""driver""}"
Сделай холоднее на два градуса,ac_set,"{""state"": ""on"", ""temperature"": 20}"
