phrase,intent,parameters
Открой немного заднее окно,window_set,"{""target"": ""rear"", ""position"": ""slightly_open""}"
"Опусти пассажирское стекло, хочется свежего воздуха",window_set,"{""target"": ""passenger"", ""action"": ""open""}"
Поверни громкость на максимум,volume_set,"{""level"": ""100%""}"
"Включи обдув на лобовом, с утра влажно",defrost_set,"{""target"": ""windshield"", ""action"": ""on""}"
"Когда ветер с гор дует в салон, закрой все окна и люк, пожалуйста — на серпантине шум невыносим",window_set,"{""position"": 0}"
Опусти заднее правое стекло на половину,window_set,"{""side"": ""rear_right"", ""position_percent"": 50}"
Подними левое переднее стекло,window_set,"{""side"": ""front_left"", ""position_percent"": 100}"
"Закрой люк, пожалуйста, шумно на серпантине",sunroof_close,
Тише музыку,volume_change,"{""delta"": -3}"
"Поставь радио на 101.5 FM, ветер мешает",radio_set_station,"{""frequency"": 101.5}"
Переключи трек,next_track,
Приглуши звук до двух,volume_set,"{""level"": 2}"
Выключи кондиционер — прям шум от ветра,ac_off,
Увеличь обороты вентиляции на максимум,ac_fan_set,"{""level"": 5}"
Охлади салон на пару градусов,ac_set,"{""delta"": 2}"
Выбери режим обдува на лобовое,defrost_set,"{""target"": ""front"", ""state"": ""on""}"
"Включи рециркуляцию, сейчас пыльно",ac_mode_set,"{""mode"": ""recirculation""}"
Хочу тишины,volume_mute_set,"{""mute"": true}"
Приглуши на 50 процентов,volume_set,"{""level_percent"": 50}"
Повтори эту композицию,media_repeat_set,"{""mode"": ""one""}"
Включи навигацию к ближайшей остановке,nav_start,"{""destination"": ""ближайшая остановка""}"
"Сбрось звонок, не сейчас",call_hangup,
Подключись к USB,media_source_set,"{""source"": ""USB""}"
"Сделай громче, пожалуйста",volume_change,"{""delta"": 3}"
"Притуши фары, рассвет",headlights_set,"{""mode"": ""auto""}"
Подогрей сиденье до трёх,seat_heater_set,"{""level"": 3}"
Вентиляция сиденья на максимум,seat_vent_set,"{""level"": 5}"
На серпантине подними обороты дворников,wipers_set,"{""level"": 3}"
Авто-дворники,rain_set,"{""mode"": ""auto""}"
Уменьши интервалы очистки,wipers_set,"{""interval"": ""short""}"
"Верни ту, что была до этого",previous_track,
"Прошу, отключи музыку и закрой окна, ветер на серпантине слишком громкий, хочу тишины",stop_music,
Поставь станцию Радио России,radio_set_station,"{""station"": ""Радио России""}"
Наставь громкость на семь,volume_set,"{""level"": 7}"
"Останови навигацию, я свернул",nav_cancel,
Начни маршрут до дома,nav_start,"{""destination"": ""дом""}"
Отмени повтор,media_repeat_set,"{""mode"": ""off""}"
Сделай вентилятор потише,ac_fan_set,"{""level"": 2}"
Остановить музыку,stop_music,
Мне слышно каждый камень и свист ветра — убавь громкость немедленно,volume_change,"{""delta"": -5}"
"Ответь, это важный звонок",call_answer,
"Отключи кондиционер, слышно мотор",ac_off,
Я хочу тишины и свежего воздуха,chitchat,
"Подними, пожалуйста, переднее левое стекло",window_set,"{""side"": ""front_left"", ""position"": ""up""}"
Наполовину открой все окна,window_set,"{""amount"": ""50%"", ""target"": ""all""}"
Установи двадцать градусов,ac_set,"{""temperature"": ""20""}"
Отключи компрессор,ac_off,
Переключи режим на авто,ac_mode_set,"{""mode"": ""auto""}"
Убавь вентиляцию,ac_fan_set,"{""direction"": ""down""}"
Подогрей передние сиденья,seat_heater_set,"{""target"": ""front""}"
Сделай обогрев заднего правого кресла на три,seat_heater_set,"{""side"": ""rear_right"", ""level"": ""3""}"
Отключи охлаждение пассажирского кресла,seat_vent_set,"{""target"": ""passenger"", ""state"": ""off""}"
Выключи обогрев лобового,defrost_set,"{""target"": ""front"", ""state"": ""off""}"
Громкость установи на семь,volume_set,"{""level"": ""7""}"
Включи повтор песен,media_repeat_set,"{""mode"": ""on""}"
Настрой радио на станцию,radio_set_station,
Прокладывай маршрут до Красной площади,nav_start,"{""destination"": ""Красная площадь""}"
Проложи путь домой,nav_start,"{""destination"": ""домой""}"
Позвони Петру,call_start,"{""contact"": ""Петр""}"
"Не слишком громко, уменьшить пожалуйста звук на половину",volume_change,"{""amount"": ""50%"", ""direction"": ""down""}"
"А можно открыть правое заднее стекло, чуть-чуть?",window_set,"{""side"": ""rear_right"", ""amount"": ""slightly""}"
"Пожалуйста, поставь кондиционер в экономичный режим и понизь температуру на один градус",ac_mode_set,"{""mode"": ""eco"", ""temperature_change"": ""-1""}"
"Включи обогрев сиденья водителя на максимум, мне холодно",seat_heater_set,"{""target"": ""driver"", ""level"": ""max""}"
Перейди на USB источник,media_source_set,"{""source"": ""USB""}"
Переключись на предыдущую радиостанцию,radio_set_station,"{""action"": ""previous""}"
На повторе альбом,media_repeat_set,"{""scope"": ""album""}"
Случайное воспроизведение включить,media_shuffle_set,"{""state"": ""on""}"
Сделай паузу на пару минут,media_pause,"{""duration"": ""2 minutes""}"
"Ты не против, если я попрошу включить дальний свет — мне нужно лучше видеть дорогу",high_beam_set,"{""state"": ""on"", ""reason"": ""better_visibility""}"
Открой стекло водителя,window_set,"{""window"": ""driver"", ""action"": ""open""}"
Подними правый задний стеклоподъёмник,window_set,"{""window"": ""rear_right"", ""action"": ""raise""}"
"Мне слишком холодно в ногах, пожалуйста, поставь температуру двадцать один градус",ac_set,"{""temperature"": ""21""}"
Выключи климат-контроль прямо сейчас,ac_off,
Включи обдув в ноги,ac_mode_set,"{""mode"": ""floor""}"
Увеличь скорость вентилятора на два деления,ac_fan_set,"{""direction"": ""increase"", ""amount"": ""2""}"
"Понизь скорость вентилятора, пожалуйста",ac_fan_set,"{""direction"": ""decrease""}"
Установи вентилятор на четыре,ac_fan_set,"{""level"": ""4""}"
Подогрей заднее левое сиденье на максимум,seat_heater_set,"{""seat"": ""rear_left"", ""level"": ""max""}"
Убери обогрев лобового стекла,defrost_set,"{""target"": ""front"", ""state"": ""off""}"
Поставь на паузу проигрывание,media_pause,
Перейди к следующему треку,next_track,
Вернись к предыдущей композиции,previous_track,
"Сделай потише, пожалуйста",volume_change,"{""direction"": ""down""}"
Повтори текущую композицию,media_repeat_set,"{""state"": ""on""}"
Отключи повтор трека,media_repeat_set,"{""state"": ""off""}"
Поставь станцию 99.5 FM,radio_set_station,"{""frequency"": ""99.5"", ""band"": ""FM""}"
Включи Дорожное радио,radio_set,"{""station_name"": ""Дорожное радио""}"
"Прокладывай маршрут с учётом пробок до дома, пожалуйста, быстрее и короче",nav_start,"{""destination"": ""home"", ""route_preference"": ""fastest""}"
Поехали до ближайшей заправки по маршруту без платных дорог,nav_start,"{""destination"": ""nearest_gas_station"", ""avoid"": ""tolls""}"
"Позвони, пожалуйста, маме по сотовому, номер в контактах у тебя",call_start,"{""contact"": ""мама""}"
Закончи разговор и положи трубку,call_hangup,
Включи фары ближнего света,headlights_set,"{""state"": ""on"", ""type"": ""low_beam""}"
"Выключи дальний свет, пожалуйста",high_beam_set,"{""state"": ""off""}"
Дворники в автоматический режим,wipers_set,"{""mode"": ""auto""}"
Протри лобовое один раз дворниками,wipers_set,"{""action"": ""single""}"
Включи режим работы при дожде,rain_set,"{""state"": ""on""}"
"Подогрей все сиденья, пожалуйста",seat_heater_set,"{""seat"": ""all"", ""state"": ""on""}"
Охлади все кресла прямо сейчас,seat_vent_set,"{""seat"": ""all"", ""state"": ""on""}"
Мне расскажи что-нибудь интересное про машины,chitchat,
Сыграй что-нибудь бодрое с выраженным басом и энергией всю дорогу,play_music,
"Пошути мне анекдот, чтобы развеселить пассажиров",chitchat,
Закрой левое переднее окно,window_set,"{""window"": ""front_left"", ""position"": ""closed""}"
Опусти заднее правое окно наполовину,window_set,"{""window"": ""rear_right"", ""position"": ""50%""}"
Подними пассажирское окно,window_set,"{""window"": ""front_right"", ""position"": ""closed""}"
"Сделай в салоне прохладнее, на 18",ac_set,"{""temperature"": 18}"
Добавь пару градусов к климату,ac_set,"{""temperature_delta"": 2}"
Охлади машину,ac_set,"{""mode"": ""cool""}"
Переключи климат в режим рециркуляции,ac_mode_set,"{""mode"": ""recirculation""}"
Включи автоматический режим кондиционера,ac_mode_set,"{""mode"": ""auto""}"
Подними скорость вентиляции на три,ac_fan_set,"{""fan_level"": 3}"
Уменьши обдув на один,ac_fan_set,"{""fan_delta"": -1}"
Уменьши подогрев переднего пассажира до двух,seat_heater_set,"{""seat"": ""front_passenger"", ""level"": 2}"
Отключи вентиляцию на пассажирском кресле,seat_vent_set,"{""seat"": ""front_passenger"", ""on"": false}"
Приподними люк на щель,sunroof_set,"{""position"": ""tilt""}"
Поставь что-нибудь спокойное,play_music,"{""mood"": ""calm""}"
Запусти плейлист Утро из моего телефона,play_music,"{""playlist"": ""Утро"", ""source"": ""phone""}"
Сбавь звук,volume_change,"{""delta"": -1}"
Громкость двадцать процентов,volume_set,"{""level_percent"": 20}"
Слушать USB,media_source_set,"{""source"": ""USB""}"
Отключи повторы,media_repeat_set,"{""repeat"": false}"
Выключи режим случайного воспроизведения,media_shuffle_set,"{""shuffle"": false}"
Поставь FM 101.2,radio_set_station,"{""band"": ""FM"", ""frequency"": 101.2}"
Настрой AM на восемьсот,radio_set_station,"{""band"": ""AM"", ""frequency"": 800}"
Построй навигацию до ближайшей заправки,nav_start,"{""destination"": ""nearest_gas_station""}"
Включи режим датчика дождя,rain_set,"{""mode"": ""auto""}"
Поставь температуру 20 градусов,ac_set,"{""temperature"": ""20""}"
Понизь вентилятор на одно деление,ac_fan_set,"{""delta"": ""1""}"
Установи скорость вентилятора на максимум,ac_fan_set,"{""level"": ""max""}"
Открой люк на всю ширину,sunroof_set,"{""position"": ""open_full""}"
Небольшое приоткрытие крыши,sunroof_set,"{""position"": ""tilt_slight""}"
Слегка прикрой заднее правое окно,window_set,"{""window"": ""rear_right"", ""position"": ""close_slight""}"
Опусти все окна полностью,window_set,"{""window"": ""all"", ""position"": ""down_full""}"
Поставь спокойную фон музыку,play_music,"{""mood"": ""calm""}"
Установи громкость на шестьдесят процентов,volume_set,"{""level"": ""60%""}"
Активируй случайное воспроизведение,media_shuffle_set,"{""state"": ""on""}"
Включи FM 101.7,radio_set_station,"{""frequency"": ""101.7""}"
"Поедем домой, проложи маршрут",nav_start,"{""destination"": ""home""}"
Отвези меня на ближайшую бензоколонку,nav_start,"{""destination"": ""nearest_gas_station""}"
Сбрось текущий вызов,call_hangup,
Фары — авто,headlights_set,"{""mode"": ""auto""}"
Дальний выключи,high_beam_set,"{""state"": ""off""}"
Дворники на полную мощность,wipers_set,"{""speed"": ""max""}"
Включи вентиляцию пассажира спереди,seat_vent_set,"{""seat"": ""front_passenger"", ""state"": ""on""}"
Немного прибавь подогрев правого заднего сиденья,seat_heater_set,"{""seat"": ""rear_right"", ""change"": ""increase""}"
Убери запотевание лобового,defrost_set,"{""target"": ""front"", ""state"": ""on""}"
Максимальный обогрев руля,wheel_heater_set,"{""level"": ""max""}"
"Следующая, не останавливаясь",next_track,
Сделай громкость по умолчанию,volume_set,"{""level"": ""default""}"
Прекрати воспроизведение музыки,stop_music,
Включи USB1,media_source_set,"{""source"": ""USB1""}"
Настрой УКВ на 87.5,radio_set_station,"{""frequency"": ""87.5""}"
"Навигируй до офиса на Пушкина, 10",nav_start,"{""destination"": ""Пушкина, 10""}"
"Прекрати маршрут, пожалуйста",nav_cancel,
Как твоё настроение?,chitchat,
Опусти правое стекло наполовину,window_set,"{""side"": ""правое"", ""position"": ""50%""}"
Подними левое окно полностью,window_set,"{""side"": ""левое"", ""position"": ""100%""}"
"Мне действительно жарко, опусти температуру климат-контроля до двадцати трёх градусов, пожалуйста",ac_set,"{""temperature"": 23}"
Сделай холоднее,ac_set,"{""change"": ""decrease""}"
"Переключись на рециркуляцию воздуха, закрыть приток с улицы",ac_mode_set,"{""mode"": ""рециркуляция"", ""state"": ""on""}"
Увеличь скорость вентилятора на три шага,ac_fan_set,"{""delta"": 3}"
Понизить вентилятор,ac_fan_set,"{""change"": ""decrease""}"
Подогрев пассажира на три,seat_heater_set,"{""side"": ""пассажир"", ""level"": 3}"
"Ужасно холодно, пожалуйста, включи вентиляцию сидений для задних пассажиров на средний режим",seat_vent_set,"{""side"": ""задние"", ""level"": ""средний"", ""state"": ""on""}"
Обдув лобового включи,defrost_set,"{""target"": ""лобовое"", ""state"": ""on""}"
"Отморозь заднее стекло, прошу",defrost_set,"{""target"": ""заднее"", ""state"": ""on""}"
Закрой панорамный люк полностью,sunroof_close,
Запусти музыку,play_music,
Воспроизведи альбом 'Ночные поездки',play_music,"{""album"": ""Ночные поездки""}"
"Поставь что-нибудь энергичное в плейлист, чтобы не заснуть за рулём, и начни с первой песни",play_music,"{""mood"": ""энергичный""}"
"Следующий трек, быстрее",next_track,
Сбавь громкость на пять пунктов,volume_change,"{""delta"": -5}"
Сделай музыку почти неслышной,volume_set,"{""level"": ""почти_неслышно""}"
Включи Bluetooth как источник медиа,media_source_set,"{""source"": ""bluetooth""}"
Переключись на радио FM,media_source_set,"{""source"": ""radio"", ""band"": ""FM""}"
Включи повтор для текущего трека,media_repeat_set,"{""mode"": ""track""}"
Перемешай все песни,media_shuffle_set,"{""state"": ""on""}"
Выключить перемешивание,media_shuffle_set,"{""state"": ""off""}"
Радио на 87.9,radio_set_station,"{""frequency"": 87.9}"
Перейди на УКВ,radio_set,"{""band"": ""AM""}"
"Прокладывай маршрут до ближайшей заправки, с минимальным временем ожидания на въездах",nav_start,"{""destination"": ""ближайшая заправка""}"
Отключи фары,headlights_set,"{""state"": ""off""}"
Дальний вкл,high_beam_set,"{""state"": ""on""}"
Гасни дальний,high_beam_set,"{""state"": ""off""}"
Включи дождевой датчик,rain_set,"{""state"": ""on""}"
Пусть дворники перейдут в автоматический режим и сами подберут скорость,wipers_set,"{""mode"": ""auto""}"
Подогрев руля на уровень три,wheel_heater_set,"{""level"": 3}"
Активируй подогрев руля,wheel_heater_set,"{""state"": ""on""}"
"Проветри салон, включи вентиляцию",seat_vent_set,"{""side"": ""весь"", ""state"": ""on""}"
"Ноги замерзают, нагрей мне обе подушки сидений на три уровня",seat_heater_set,"{""side"": ""оба"", ""level"": 3}"
Что ты умеешь?,chitchat,
Какая погода впереди?,chitchat,
"Придумай шутку про автомобиль, чтобы я не скучал в пробке",chitchat,"{""topic"": ""автомобиль"", ""type"": ""шутка""}"
Открой водительское окно немножко,window_set,"{""side"": ""driver"", ""amount"": ""slightly""}"
Опусти все стекла чуть-чуть,window_set,"{""side"": ""all"", ""amount"": ""slightly""}"
"Выключи климат-контроль, пожалуйста, не отвлекайся",ac_off,
Установи режим обдува на ноги и торс,ac_mode_set,"{""mode"": ""feet_torso""}"
Повысь скорость вентилятора,ac_fan_set,"{""change"": ""increase""}"
"Охлади сиденье, вентиляция включи",seat_vent_set,"{""action"": ""on""}"
Вентиляцию пассажирского сидения убавь,seat_vent_set,"{""seat"": ""passenger"", ""change"": ""decrease""}"
Запусти обогрев стекла лобового — лед нет,defrost_set,"{""target"": ""front"", ""action"": ""on""}"
Отморозь заднее стекло быстро,defrost_set,"{""target"": ""rear"", ""speed"": ""fast""}"
"Пожалуйста, закрой панорамный люк",sunroof_close,
"Включи фоновую музыку тихо, я смотрю стекло",play_music,"{""volume_hint"": ""low""}"
Сделай погромче чуть-чуть,volume_change,"{""change"": ""+small""}"
Выключи звук совсем,volume_mute_set,"{""mute"": true}"
"Повтори плейлист, пожалуйста",media_repeat_set,"{""state"": ""on""}"
"Смешать треки, включи режим shuffle",media_shuffle_set,"{""state"": ""on""}"
"Включи радиостанцию», — шепотом",radio_set,
Настрой радио на FM 101.2,radio_set_station,"{""band"": ""FM"", ""frequency"": ""101.2""}"
Построй маршрут до дома без пробок,nav_start,"{""destination"": ""home"", ""avoid"": ""traffic""}"
"Отмени навигацию, не хочу смотреть карту",nav_cancel,
Позвони Саше,call_start,"{""contact"": ""Саша""}"
Ответь на входящий звонок тихо,call_answer,"{""volume_hint"": ""low""}"
Подними дворники на интервалы,wipers_set,"{""mode"": ""intermittent""}"
Дворники авто — режим дождь,rain_set,"{""mode"": ""rain""}"
"Подогрей руль, холодно руки",wheel_heater_set,"{""state"": ""on""}"
"Немного закрой левое окно, чтоб не шумело",window_set,"{""side"": ""left"", ""amount"": ""partial""}"
Отключи кондиционер и включи вентиляцию,ac_off,
Режим авто для климатики включи,ac_mode_set,"{""mode"": ""auto""}"
Убавь вентилятор до минимума,ac_fan_set,"{""level"": ""min""}"
Подогрев заднего правого сиденья на максимум,seat_heater_set,"{""seat"": ""rear_right"", ""level"": ""max""}"
Вентиляция кресла водителя на среднее,seat_vent_set,"{""seat"": ""driver"", ""level"": ""medium""}"
"Закрой люк — тихо, я устал",sunroof_close,
Включи плейлист «вечерняя езда»,play_music,"{""playlist"": ""вечерняя езда""}"
Поставь паузу до следующего светофора,media_pause,"{""until"": ""stop""}"
"Следующий альбом, не переключайся вручную",next_track,
Назад на предыдущий трек быстро,previous_track,"{""speed"": ""fast""}"
Сделай громче на два деления,volume_change,"{""change"": 2}"
Установи громкость на ноль — полная тишина,volume_set,"{""level"": 0}"
Выключи звук звонка и медиа одновременно,volume_mute_set,"{""mute"": ""all""}"
Переключись на USB источник,media_source_set,"{""source"": ""USB""}"
Повтори текущую композицию раз за разом,media_repeat_set,"{""mode"": ""track""}"
Включи радио «ночной джаз» если можно,radio_set,"{""genre"": ""ночной джаз""}"
"Настройся на станцию 88.7 FM, тихо",radio_set_station,"{""band"": ""FM"", ""frequency"": ""88.7""}"
Проклади мне маршрут до ближайшей парковки,nav_start,"{""destination"": ""nearest_parking""}"
Отмени маршрут и не показывай подсказки,nav_cancel,
Позвони на работу — Александр,call_start,"{""contact"": ""Александр"", ""context"": ""work""}"
"Подними трубку, если это мама",call_answer,"{""condition"": ""if_mom""}"
Сбрось последний звонок немедленно,call_hangup,"{""which"": ""last""}"
Включи ближний свет и не моргай,headlights_set,"{""mode"": ""low"", ""behavior"": ""steady""}"
Автоматически включи дальний при пустой дороге,high_beam_set,"{""mode"": ""auto_on_empty""}"
Дворники включи раз в десять секунд,wipers_set,"{""interval_seconds"": 10}"
"Режим дождя выключи, сухо на улице",rain_set,"{""state"": ""off""}"
"Подогрев руля выключи, руки в порядке",wheel_heater_set,"{""state"": ""off""}"
"Просто поговори со мной, тихо — скучаю одна",chitchat,
Закрой задние окна,window_set,"{""side"": ""задние""}"
"Воспроизведи что-нибудь спокойное, пожалуйста, чтобы не отвлекаться",play_music,"{""mood"": ""спокойное""}"
"Переключи на радио, быстро",media_source_set,"{""source"": ""radio""}"
Поставь FM,media_source_set,"{""source"": ""FM""}"
Включи повтор этого трека,media_repeat_set,"{""state"": ""on""}"
Радио на 101.2 FM,radio_set_station,"{""station"": ""101.2""}"
Включи станцию Авторадио,radio_set_station,"{""station"": ""Авторадио""}"
Включи навигацию до ближайшей заправки,nav_start,"{""destination"": ""ближайшая заправка""}"
"Прокладывай короткий маршрут, мне нужно повернуть через триста метров без лишних манёвров",nav_start,"{""turn_in_m"": 300}"
Сбрось текущий звонок,call_hangup,
Позвони в офис без задержек,call_start,"{""contact"": ""офис""}"
Установи температуру двадцать два градуса,ac_set,"{""temperature"": 22}"
Вентилятор быстрее,ac_fan_set,
Включи подогрев сидения водителя на максимум,seat_heater_set,"{""side"": ""водителя"", ""level"": 3}"
Включи вентиляцию заднего кресла,seat_vent_set,"{""side"": ""заднее"", ""state"": ""on""}"
"Подогрев руля, включи прямо сейчас",wheel_heater_set,"{""state"": ""on""}"
Оттай лед на лобовом стекле,defrost_set,"{""target"": ""лобовое стекло""}"
Задняя разморозка включена?,defrost_set,"{""target"": ""заднее стекло""}"
"Авто, включи датчик дождя — будет легче самому не махать",rain_set,"{""state"": ""on""}"
Отключи автоматический режим дождя,rain_set,"{""state"": ""off""}"
"Туман сильный, включи противотуманные фары",headlights_set,"{""mode"": ""fog"", ""state"": ""on""}"
"Тихо, не отвлекай меня",chitchat,
Запахи с улицы сильные,chitchat,
Я не хочу отвлекаться сейчас,chitchat,
"Быстро сверни направо на следующем перекрёстке, мне нельзя тормозить и отвлекаться",nav_start,"{""turn"": ""right"", ""urgency"": ""quick""}"
"Понизь музыку, мне нужно слышать голос пассажира",volume_change,
"Приглуши музыку, чтобы слышать снаружи",volume_change,
"Пожалуйста, закрой задние окна полностью.",window_set,"{""window"": ""rear_all"", ""state"": ""close"", ""percent"": 0}"
Приоткрой правое окно чуть-чуть.,window_set,"{""window"": ""front_right"", ""position"": ""slightly""}"
Установи климат на двадцать градусов.,ac_set,"{""temperature"": 20}"
Потеплее.,ac_set,
"Мне жарко, сбрось температуру до восемнадцати градусов и включи рециркуляцию воздуха.",ac_set,"{""temperature"": 18, ""recirculation"": true}"
Переключи на обдув лобового стекла.,ac_mode_set,"{""mode"": ""front_defrost""}"
Поставь климат в режим вентиляции.,ac_mode_set,"{""mode"": ""ventilation""}"
Добавь скорость вентилятора на одну ступень.,ac_fan_set,"{""delta"": 1}"
Понизь обороты вентилятора до минимума.,ac_fan_set,"{""level"": ""min""}"
Фан на третью скорость.,ac_fan_set,"{""level"": 3}"
Уменьши вентилятор наполовину.,ac_fan_set,"{""position"": ""half"", ""percent"": 50}"
"Немного согрей моё место, пожалуйста.",seat_heater_set,"{""seat"": ""driver"", ""level"": ""low""}"
Включи вентиляцию кресла водителя.,seat_vent_set,"{""seat"": ""driver"", ""state"": ""on""}"
Отключи вентиляцию пассажира.,seat_vent_set,"{""seat"": ""passenger"", ""state"": ""off""}"
"Прогрей и разморози лобовое, пожалуйста.",defrost_set,"{""target"": ""front"", ""action"": ""start""}"
Отодвинь люк на пару сантиметров.,sunroof_set,"{""position"": ""slightly_open"", ""amount_cm"": 2}"
"Плотно закрой панорамный верх, пожалуйста.",sunroof_close,"{""state"": ""closed"", ""seal"": ""tight""}"
Запусти что-нибудь спокойное.,play_music,"{""mood"": ""calm""}"
Поставь плейлист для пробежки.,play_music,"{""playlist"": ""running""}"
"Хочу послушать джазовую подборку, смешай композиции и начни с чего-то атмосферного.",play_music,"{""genre"": ""jazz"", ""style"": ""atmospheric"", ""action"": ""start""}"
"Стоп, музыку выключи.",stop_music,
"Перейди к следующей песне, пожалуйста.",next_track,
Верни назад.,previous_track,
Убавь звук наполовину.,volume_change,"{""percent"": 50}"
Громкость 20.,volume_set,"{""level"": 20}"
Настрой на частоту сто одна точка четыре.,radio_set_station,"{""frequency"": 101.4}"
Поставь радио Дача.,radio_set_station,"{""station"": ""Дача""}"
"Проклади, пожалуйста, оптимальный маршрут до аэропорта с избеганием платных дорог и пробок.",nav_start,"{""destination"": ""airport"", ""avoid"": ""tolls_and_traffic""}"
Приоткрой левое переднее окно,window_set,"{""side"": ""front_left"", ""position"": ""slightly_open""}"
Переключи климат на обдув ног,ac_mode_set,"{""mode"": ""foot""}"
Отключи обогрев сидений,seat_heater_set,"{""seat"": ""all"", ""level"": ""0""}"
Отключи обдув заднего стекла,defrost_set,"{""target"": ""rear"", ""on"": false}"
Включи автосвет,headlights_set,"{""state"": ""auto""}"
Понизь чувствительность датчика дождя,rain_set,"{""sensitivity"": ""low""}"
Поставь песню «Маршрут» от Дачи,play_music,"{""song"": ""Маршрут"", ""artist"": ""Дача""}"
Установи громкость на пятнадцать,volume_set,"{""level"": ""15""}"
Поставь источник радио,media_source_set,"{""source"": ""radio""}"
Переключить на FM,radio_set,"{""band"": ""FM""}"
Включи «Наше радио»,radio_set_station,"{""station"": ""Наше радио""}"
Проложи до ближайшей заправки,nav_start,"{""destination"": ""ближайшая заправка""}"
Набери 8 800 555 35 35,call_start,"{""number"": ""8 800 555 35 35""}"
Включи габаритные огни,headlights_set,"{""state"": ""parking_on""}"
"Включи отопление на 21 градус, пожалуйста",ac_set,"{""temperature"": ""21""}"
Открой окна наполовину,window_set,"{""side"": ""all"", ""position"": ""50%""}"
Подними стекло переднего пассажира,window_set,"{""side"": ""front_right"", ""position"": ""closed""}"
Сколько километров до дома?,chitchat,
"Пожалуйста, найди кратчайший путь до офиса с учётом пробок",nav_start,"{""destination"": ""офис"", ""constraints"": ""avoid_traffic""}"
"Я замёрз, сделай потеплее в салоне градусов на пять",ac_set,"{""delta"": ""+5""}"
Приоткрой окно чуть-чуть,window_set,"{""position"": ""slightly_open""}"
Приоткрой шторку люка наполовину,sunroof_set,"{""position"": ""50%""}"
Поставь климат на 22 градуса,ac_set,"{""temperature"": 22}"
Понизь температуру на 2 градуса,ac_set,"{""delta"": -2}"
Переключи режим на обдув лобового стекла,ac_mode_set,"{""mode"": ""windshield""}"
Обогрей задние сиденья на три деления,seat_heater_set,"{""side"": ""rear"", ""level"": 3}"
Охлади пассажирское кресло сейчас,seat_vent_set,"{""side"": ""passenger"", ""state"": ""on""}"
"Включи вентиляцию кресла, если можно",seat_vent_set,"{""state"": ""on""}"
"Оттай заднее стекло, пожалуйста",defrost_set,"{""side"": ""rear"", ""state"": ""on""}"
Активируй автоматическое срабатывание по дождю,rain_set,"{""state"": ""on"", ""mode"": ""auto""}"
Поставь радиостанцию Техно FM,radio_set_station,"{""station"": ""Техно FM""}"
Переключись на FM-диапазон,media_source_set,"{""source"": ""FM""}"
Проигрывай интернет-радио,media_source_set,"{""source"": ""internet_radio""}"
Отключи повтор воспроизведения,media_repeat_set,"{""state"": ""off""}"
Останови музыку немедленно,stop_music,
"Громче на пять, пожалуйста",volume_change,"{""delta"": 5}"
Выставь громкость на 20 процентов,volume_set,"{""level"": 20}"
Набери Мария,call_start,"{""contact"": ""Мария""}"
Ответь на звонок сейчас,call_answer,
Построй маршрут до Красной площади пешком,nav_start,"{""destination"": ""Красная площадь"", ""mode"": ""walking""}"
"Куда дальше? Подскажи, пожалуйста, альтернативный маршрут с меньшим трафиком",chitchat,
"Расскажи анекдот, чтобы развеять скуку",chitchat,
Включи сборник Баха из моей библиотеки,play_music,"{""query"": ""Бах""}"
Прибавь громкость на семь,volume_change,"{""delta"": 7}"
Шторку люка закрой медленно,sunroof_close,"{""speed"": ""slow""}"
"Подожди минуту и включи кондиционер, пожалуйста, стало очень жарко в салоне",ac_set,"{""state"": ""on""}"
"Пожалуйста, сделай немного теплее пассажирскому сиденью",seat_heater_set,"{""side"": ""passenger"", ""level"": ""low""}"
Ты в порядке?,chitchat,
"Прогрей мотор и включи обогрев лобового до минимума, пока мы стоим в пробке",defrost_set,"{""side"": ""front"", ""mode"": ""preheat""}"
"Открой переднее левое окно чуть-чуть, душно",window_set,"{""side"": ""front_left"", ""position"": ""slightly""}"
Проветри салон — все окна на два сантиметра,window_set,"{""side"": ""all"", ""position_cm"": 2}"
"Закрой все окна, пожалуйста — пассажир спит",window_set,"{""side"": ""all""}"
"Нужно свежего воздуха, открой по чуть-чуть по одному окну с каждой стороны",window_set,"{""side"": ""both"", ""position"": ""slightly_each""}"
"Включи кондиционер, но потише",ac_set,
Поставь кондиционер на 18 градусов,ac_set,"{""temperature"": 18}"
"Мне жарко, сделай прохладу",ac_set,
Кондиционер — максимум,ac_set,"{""level"": ""max""}"
"На улице вечер и душно — включи климат на 21 градус, пожалуйста",ac_set,"{""temperature"": 21}"
"Переключи режим на рециркуляцию, чтобы не задувало пыль с двора",ac_mode_set,"{""mode"": ""recirculation""}"
Уменьши вентилятор на одну ступень,ac_fan_set,"{""level_delta"": -1}"
Подними скорость вентилятора на два шага,ac_fan_set,"{""level_delta"": 2}"
Поставь подогрев переднего пассажирского сиденья на средний уровень,seat_heater_set,"{""seat"": ""front_passenger"", ""level"": ""medium""}"
Вентиляция сиденья водителя — максимум,seat_vent_set,"{""seat"": ""driver"", ""level"": ""max""}"
Включи обдув стекол: заднее и лобовое,defrost_set,"{""targets"": [""front"", ""rear""]}"
"Приоткрой люк немного, чтобы вышел перегретый воздух",sunroof_set,"{""position"": ""slightly""}"
"Открой люк полностью, пусть дует сверху",sunroof_set,"{""position_percent"": 100}"
"Закрой люк, чтобы не летела пыль",sunroof_close,
