phrase,intent,parameters
Установи подогрев сиденья водителя на 1,seat_heater_set,"{""seat"": ""driver"", ""level"": 1}"
Повысь громкость до 40,volume_set,"{""level"": 40}"
Сделай громче на 8,volume_change,"{""delta"": 8}"
Снизь громкость на 15,volume_change,"{""delta"": -15}"
Уменьши громкость до минимума,volume_set,"{""level"": 0}"
Сменить источник на радио,media_source_set,"{""source"": ""radio""}"
Сделай повтор треков,media_repeat_set,"{""state"": ""repeat""}"
Громкость увеличь на 15,volume_change,"{""amount"": 15}"
Громкость снизь на 5,volume_change,"{""amount"": 5}"
Установи громкость 40 процентов,volume_set,"{""value"": 40}"
Сделай громче до 60 процентов,volume_set,"{""value"": 60}"
Включи Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Переключи источник на радио,media_source_set,"{""source"": ""radio""}"
Настрой дефрост на лобовом стекле,defrost_set,"{""position"": ""front""}"
Включи обогрев водительского сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 3}"
Установи режим вентиляции на авто,ac_mode_set,"{""mode"": ""auto""}"
Установи режим вентилятора на средний,ac_fan_set,"{""level"": ""medium""}"
Включи подогрев водительского сиденья на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 5}"
Включи подогрев пассажирского сиденья на минимуме,seat_heater_set,"{""seat"": ""passenger"", ""level"": 1}"
Включи дворники на медленной скорости,wipers_set,"{""speed"": ""slow""}"
Включи режим ливня,rain_set,"{""mode"": ""auto""}"
Отменить маршрут,nav_cancel,
Настрой радиостанцию 105.7,radio_set_station,"{""station"": ""105.7""}"
Переключись на FM-диапазон,radio_set,"{""band"": ""FM""}"
Настрой Bluetooth-источник,media_source_set,"{""source"": ""bluetooth""}"
Используй USB как источник,media_source_set,"{""source"": ""usb""}"
Поставь окна в автоматический режим,window_set,"{""mode"": ""auto""}"
"Как дела, водитель?",chitchat,
"Скажи, погода за окном",chitchat,
Включи стеклоочистители на автомате,wipers_set,"{""mode"": ""auto""}"
Увеличь скорость обдува на две ступени,ac_fan_set,"{""level_increase"": 2}"
Настрой радиостанцию на 101.2,radio_set_station,"{""station"": ""101.2""}"
Включи дефрост на лобовом стекле,defrost_set,"{""position"": ""front""}"
Переключи на радио 1,radio_set_station,"{""station"": ""1""}"
Включи автоматический режим вентиляции,ac_mode_set,"{""mode"": ""auto""}"
Установи обогрев сиденья водителя на высокий уровень,seat_heater_set,"{""seat"": ""driver"", ""level"": 5}"
Переключи источник на AUX,media_source_set,"{""source"": ""aux""}"
Отмени текущий маршрут,nav_cancel,
Подай вызов на номер 555-1234,call_start,"{""phone"": ""555-1234""}"
Перезвони по номеру 555-1234,call_start,"{""phone"": ""555-1234""}"
Открой только левое окно,window_set,"{""window"": ""left"", ""action"": ""open""}"
Включи дворников при дожде,wipers_set,"{""mode"": ""rain""}"
Поставь радиостанцию на 88.5,radio_set_station,"{""station"": ""88.5""}"
установи климат авто 22,ac_set,"{""mode"": ""auto"", ""temperature"": 22}"
задай режим авто,ac_mode_set,"{""mode"": ""auto""}"
скорость вентилятора три,ac_fan_set,"{""fan_speed"": 3}"
разморозь лобовое,defrost_set,
дворники включи,wipers_set,
поставь громкость пять,volume_set,"{""volume"": 5}"
снизь громкость на десять,volume_change,"{""delta"": -10}"
выбери bluetooth в источнике,media_source_set,"{""source"": ""bluetooth""}"
установи станцию nostalgia,radio_set_station,"{""station"": ""nostalgia""}"
построй маршрут до офиса,nav_start,"{""destination"": ""office""}"
поменяй фары на ближний,headlights_set,"{""mode"": ""lowbeam""}"
подогрей сиденье водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": ""max""}"
вентиляция сиденья водителя,seat_vent_set,"{""seat"": ""driver""}"
опусти стекло,window_set,"{""direction"": ""down"", ""location"": ""driver""}"
поставь громкость пятнадцать,volume_set,"{""volume"": 15}"
увеличь громкость на пять,volume_change,"{""delta"": 5}"
выбери usb как источник,media_source_set,"{""source"": ""usb""}"
выбери станцию nostalgia,radio_set_station,"{""station"": ""nostalgia""}"
покажи маршрут к заправке,nav_start,"{""destination"": ""gas_station""}"
как пройти к развязке,nav_start,"{""destination"": ""junction""}"
проветривание сиденья водителя,seat_vent_set,"{""seat"": ""driver""}"
поменяй фары на дальний,headlights_set,"{""mode"": ""highbeam""}"
переключи станцию nostalgia,radio_set_station,"{""station"": ""nostalgia""}"
включи музыкальную подборку Fav,play_music,"{""playlist"": ""favorites""}"
загрузи последнюю песню,play_music,"{""track"": ""last""}"
включи радиостанцию Nostalgia,radio_set_station,"{""station"": ""nostalgia""}"
повтори песню заново,media_repeat_set,
перемешай плейлист рок,media_shuffle_set,"{""genre"": ""rock""}"
сделай тишину в салоне,volume_mute_set,
поставь плейлист любимые,play_music,"{""playlist"": ""favorites""}"
выбери станцию nostalgia2,radio_set_station,"{""station"": ""nostalgia2""}"
проверь маршрут до дома,nav_start,"{""destination"": ""home""}"
запусти трек,play_music,
проиграй любимый трек,play_music,
пауза музыки,media_pause,
переключись на радио,radio_set,
радио 101.3,radio_set_station,"{""station"": ""101.3""}"
источник Bluetooth,media_source_set,
установи громкость 40,volume_set,"{""volume"": 40}"
установи громкость 0,volume_set,"{""volume"": 0}"
охлади салон до 22 градусов,ac_set,"{""temperature"": 22}"
нагрей салон до 28 градусов,ac_set,"{""temperature"": 28}"
установи режим AUTO,ac_mode_set,"{""mode"": ""AUTO""}"
установи обороты вентилятора на 3,ac_fan_set,"{""fan_speed"": 3}"
включи обогрев сиденья,seat_heater_set,
включи вентиляцию сиденья,seat_vent_set,
включи обдув лобового,defrost_set,
опусти правое стекло,window_set,
покажи маршрут к торговому центру,nav_start,
включи передние дворники,wipers_set,
как дорога домой,chitchat,
что сегодня на дороге,chitchat,
помоги найти заправку,nav_start,
установи громкость 75,volume_set,"{""volume"": 75}"
покажи карту сейчас,chitchat,
поищи ближайшую парковку,chitchat,
посоветуй маршрут для парковки,chitchat,
расскажи план на вечер,chitchat,
проверь заряд батареи,chitchat,
покажи ближайшую заправку,nav_start,
установи громкость 90,volume_set,"{""volume"": 90}"
сделай паузу на 5 секунд,media_pause,"{""duration_seconds"": 5}"
расскажи прогноз погоды,chitchat,
сделай потише,volume_change,
сделай громче,volume_change,
запусти навигацию,nav_start,
начни маршрут,nav_start,
включи очистку лобового,defrost_set,
разогрей лобовое стекло,defrost_set,
установи температуру,ac_set,
установи режим Auto для вентиляции,ac_mode_set,
включи режим Auto вентиляции,ac_mode_set,
включи обдув салона,ac_mode_set,
установи скорость вентилятора на среднюю,ac_fan_set,
"помолчи, пассажир спит",volume_mute_set,
переключи радио на волну 99.5,radio_set_station,"{""station"": ""99.5""}"
установи громкость на 10,volume_set,"{""level"": 10}"
установи громкость на 30,volume_set,"{""level"": 30}"
опусти солнцезащитные шторы,sunroof_set,"{""position"": ""open""}"
поставь режим в машине на ночь,headlights_set,"{""mode"": ""night""}"
прикрой свет приборов,headlights_set,"{""mode"": ""auto""}"
приглуши звук уведомлений,volume_mute_set,
сделай паузу навигатора,media_pause,
обнови маршрут в навигаторе,nav_start,
покажи карту на дисплее,nav_start,
поменяй источник медиa на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
поменяй источник медиa на радио,media_source_set,"{""source"": ""radio""}"
включи повтор,media_repeat_set,
включи случайное повторение,media_shuffle_set,
выбери FM-радио,radio_set_station,"{""station"": ""FM""}"
передвинь маршрут к ближайшей заправке,nav_start,
посмотри состояние стекол,defrost_set,
включи экономичный режим,defrost_set,"{""mode"": ""economy""}"
поставь защиту от запотевания лобового,defrost_set,
Опусти заднее правое стекло,window_set,"{""window_position"": ""rear_right""}"
Установи температуру воздуха в салоне на двадцать два,ac_set,"{""temperature"": 22}"
Переключи режим климата на авто,ac_mode_set,"{""mode"": ""auto""}"
Установи подогрев сиденья водителю на два,seat_heater_set,"{""seat_heater"": ""driver"", ""level"": 2}"
Включи вентиляцию сиденья пассажира на один,seat_vent_set,"{""seat_vent"": ""passenger"", ""level"": 1}"
Открой люк на солнце,sunroof_set,"{""sunroof_position"": ""open""}"
Увеличь громкость на два пункта,volume_change,"{""delta"": 2}"
Установи громкость на пятьдесят процентов,volume_set,"{""volume"": 50}"
Включи беззвучный режим,volume_mute_set,"{""mute"": true}"
Включи повтор песни,media_repeat_set,"{""repeat"": ""song""}"
Перемешай воспроизведение,media_shuffle_set,"{""shuffle"": true}"
Переключи радиостанцию на 102.5 FM,radio_set_station,"{""station"": ""102.5""}"
Подними скорость дворников до максимума,wipers_set,"{""speed"": ""max""}"
Включи подогрев руля на два,wheel_heater_set,"{""level"": 2}"
Как идёт погода за окном?,chitchat,"{""topic"": ""weather""}"
Расскажи историю из пути,chitchat,"{""topic"": ""road_story""}"
Есть ли маршрут без пробок?,chitchat,"{""topic"": ""traffic""}"
Опусти переднее левое стекло,window_set,"{""window_position"": ""front_left""}"
Установи режим обогрева сиденья пассажира на три,seat_heater_set,"{""seat_heater"": ""passenger"", ""level"": 3}"
Установи радиостанцию на FM 88.8,radio_set_station,"{""station"": ""88.8""}"
Установи маршрут до офиса,nav_start,"{""destination"": ""office""}"
Очисти маршрут,nav_cancel,
Ответь на звонок сейчас,call_answer,
Выключи ближний свет,headlights_set,"{""mode"": ""off""}"
Включи обогрев заднего сиденья,seat_heater_set,"{""seat_heater"": ""rear"", ""level"": 1}"
Установи температуру в салоне на 25 градусов,ac_set,"{""temperature"": 25}"
Разверни маршрут по кратчайшему пути,nav_start,"{""destination"": ""shortest_path""}"
Переключи источник на спутниковое радио,media_source_set,"{""source"": ""sat_radio""}"
Переключи радиостанцию на FM 95.7,radio_set_station,"{""station"": ""95.7""}"
Построй маршрут до аэропорта,nav_start,"{""destination"": ""airport""}"
Очисти маршрут от пробок,nav_cancel,
Помоги выбрать плейлист для дороги,chitchat,"{""topic"": ""playlist_advice""}"
Сделай анекдот для водителя,chitchat,"{""topic"": ""driver_joke""}"
Сколько осталось до цели?,chitchat,"{""topic"": ""time_to_goal""}"
Включи режим Eco в климате,ac_mode_set,"{""mode"": ""eco""}"
Установи дефрост на заднее стекло,defrost_set,"{""defrost_target"": ""rear""}"
Охлади салон до 20 градусов,ac_set,"{""temperature"": 20}"
Поставь температуру 21 градус,ac_set,"{""temperature"": 21}"
Сделай температуру 23 градуса,ac_set,"{""temperature"": 23}"
Увеличь нагрев до 25 градусов,ac_set,"{""temperature"": 25}"
Выключи кондиционер сейчас,ac_off,
Сними климат-контроль,ac_off,
Включи автоматический режим обдува,ac_mode_set,
Установи ручной режим обдува,ac_mode_set,
Переключи обдув на режим авто,ac_mode_set,
Задай комфортный режим обдува,ac_mode_set,
Установи вентилятор на 60 процентов,ac_fan_set,"{""fan_speed"": 60}"
Поставь скорость вентилятора 40 процентов,ac_fan_set,"{""fan_speed"": 40}"
Установи скорость вентилятора на 75,ac_fan_set,"{""fan_speed"": 75}"
Установи тихий режим вентилятора на 15 процентов,ac_fan_set,"{""fan_speed"": 15}"
Увеличь мощность вентилятора до 60 процентов,ac_fan_set,"{""fan_speed"": 60}"
Снизь скорость вентилятора до 25 процентов,ac_fan_set,"{""fan_speed"": 25}"
Включи обогрев заднего стекла,defrost_set,
Включи дефрост передних стекол,defrost_set,
Сделай обогрев ветрового стекла,defrost_set,
Закрой окно пассажира,window_set,"{""window"": ""front_passenger""}"
Опусти окно задней правой двери,window_set,"{""window"": ""rear_right""}"
Подними окно сзади слева,window_set,"{""window"": ""rear_left""}"
Установи люк в положение закрыто,sunroof_close,
Включи подогрев водительского сиденья на 3,seat_heater_set,"{""level"": 3}"
Установи подогрев сиденья водителя на 2,seat_heater_set,"{""level"": 2}"
Подогрей сиденье пассажира до 1,seat_heater_set,"{""level"": 1}"
Включи подогрев сидений передних,seat_heater_set,
Включи подогрев сидений задних,seat_heater_set,
Установи подогрев руля на 3,wheel_heater_set,"{""level"": 3}"
Установи подогрев руля на 2,wheel_heater_set,"{""level"": 2}"
Уменьши скорость дворников,wipers_set,"{""speed"": ""low""}"
Настрой дворники на высокий режим,wipers_set,"{""speed"": ""high""}"
Включи стеклоочистители по дождю,rain_set,"{""mode"": ""auto""}"
Активируй автоматический режим дождя,rain_set,"{""mode"": ""auto""}"
Отключи стеклоочистители,rain_set,"{""mode"": ""off""}"
Отключи фары,headlights_set,"{""mode"": ""off""}"
Переключи фары на авто,headlights_set,
Включи режим авто фар,headlights_set,
Включи любимую песню,play_music,
Включи плейлист 'По дороге',play_music,
Начни воспроизведение любимого трека,play_music,
Перейти к следующему треку,next_track,
Установи громкость на 60,volume_set,"{""volume"": 60}"
Подними переднее стекло,window_set,
Открой заднее стекло,window_set,
Включи подогрев сиденья,seat_heater_set,
Активируй вентиляцию сиденья,seat_vent_set,
Сыграй музыку,play_music,
Понизь громкость,volume_change,
Настрой радио,radio_set,
Запусти навигацию до дома,nav_start,
Сделай звонок Анне,call_start,
Поставь дворники на средние,wipers_set,
Что ты думаешь об этом,chitchat,
Покажи маршрут до офиса,nav_start,
Сгенерируй маршрут к дому,nav_start,
Отменить текущий маршрут,nav_cancel,
Закрой звонок,call_hangup,
Переключи фары на дальний свет,high_beam_set,
Какой сейчас трафик за рулем?,chitchat,
"Расскажи, какая погода за окном",chitchat,
Установи радиостанцию Шансон,radio_set_station,
Включи радио сейчас,radio_set,
Поставь громкость тридцать процентов,volume_set,
Включи стеклоочистители на максимум,wipers_set,
Отмени указания маршрута,nav_cancel,
Скажи оставь маршрут на завтра,chitchat,
Подскажи путь к дому,nav_start,
Сделай ремонт дороги на карте,chitchat,
На рассвете включи дворники,wipers_set,
Дождь идёт — включи стеклоочистители,wipers_set,
"Лобовое запотело, включи обдув",defrost_set,
Запотевшее стекло — ускорь обдув,defrost_set,
Утром включи авто дворники,wipers_set,
Дворники в режиме экономии,wipers_set,
Поставь дворники в авто-режим,wipers_set,
Дворники работают медленно,wipers_set,
С рассветом включи дождевые дворники,wipers_set,
Включи дворники в режиме авто,wipers_set,
"Сейчас жарко, включи кондиционер",ac_set,
"Уменьши температуру, слишком жарко",ac_set,
Переключи режим вентилятора на максимум,ac_fan_set,
Сделай прохладу в салоне,ac_set,
Уменьши поток воздуха к ногам,ac_fan_set,
Раздели поток воздуха на лицо,ac_mode_set,
Поставь авто-климат на режим комфорт,ac_mode_set,
Включи рециркуляцию воздуха,ac_mode_set,
Перемотай трек,next_track,
Верни прошлый трек,previous_track,
Переключи на Bluetooth радио,media_source_set,
Выбери источник радио,media_source_set,
Выбери радиостанцию 101.1 FM,radio_set_station,
Выберите источник CarPlay,media_source_set,
Покажи маршрут к парку,nav_start,
Позвони диспетчеру,call_start,
Найди парковку рядом,nav_start,
Покажи ближайшую парковку,nav_start,
Проведи маршрут к офису,nav_start,
Навигация домой,nav_start,
Настрой маршрут через навигатор,nav_start,
Скажи маршрут до дома,nav_start,
Снизь шум в салоне,volume_change,
Раздражает шум — приглуши звук,volume_change,
Поставь режим ночной тишины,chitchat,
Проверь звуковые настройки,chitchat,
Расскажи шутку про дорогу,chitchat,
Убери шум двигателя,volume_change,
Сделай музыку потише,volume_change,
Установи подогрев сиденья,seat_heater_set,
Включи подогрев рулевого,wheel_heater_set,
Установи температуру салона на 22,ac_set,"{""temperature"": 22}"
Подними температуру на два градуса,ac_set,"{""delta_temperature"": 2}"
Сделай прохладу на пять градусов,ac_set,"{""delta_temperature"": -5}"
Включи режим обогрева,ac_mode_set,"{""mode"": ""heat""}"
Включи режим вентиляции,ac_mode_set,"{""mode"": ""vent""}"
Установи скорость обдува на максимум,ac_fan_set,"{""level"": ""max""}"
Уменьши скорость обдува,ac_fan_set,"{""level"": ""min""}"
Разогрей салон до 24 градусов,ac_set,"{""temperature"": 24}"
Авто-режим климата,ac_mode_set,"{""mode"": ""auto""}"
Сброс настроек климата,ac_off,
Подними окно на заднем правом сиденье,window_set,"{""direction"": ""rear_right"", ""position"": ""up""}"
Открой боковое окно,window_set,"{""direction"": ""side"", ""position"": ""open""}"
Закрой боковое окно,window_set,"{""direction"": ""side"", ""position"": ""close""}"
Установи люк в среднее положение,sunroof_set,"{""position"": ""half""}"
Оставь люк открытым на 5 минут,sunroof_set,"{""position"": ""open"", ""duration"": 5}"
Громче музыку,volume_change,"{""delta"": 5}"
Воспроизведи мою любимую песню,play_music,
Переключи на радиостанцию 98.5,radio_set_station,"{""station"": ""98.5""}"
Включи радиостанцию 101.1,radio_set_station,"{""station"": ""101.1""}"
Выбери источник воспроизведения — Bluetooth,media_source_set,"{""source"": ""Bluetooth""}"
Выбери источник — USB,media_source_set,"{""source"": ""USB""}"
Повтори последнюю песню,media_repeat_set,"{""mode"": ""repeat_one""}"
Выключи звук полностью,volume_mute_set,"{""mute"": true}"
Верни громкость по умолчанию,volume_set,"{""level"": 50}"
Начни маршрут домой,nav_start,"{""destination"": ""дом""}"
Начни навигацию к аэропорту,nav_start,"{""destination"": ""аэропорт""}"
Покажи маршрут до ближайшей заправки,nav_start,"{""destination"": ""ближняя заправка""}"
Установи фары в режим авто,headlights_set,"{""mode"": ""auto""}"
Установи дворники в автоматический режим,wipers_set,"{""mode"": ""auto""}"
Подогрей оба сиденья,seat_heater_set,"{""seat"": ""both"", ""level"": ""medium""}"
Как проходит рассвет за окном?,chitchat,
Какая дорога к дому сегодня?,chitchat,
"Спасибо, продолжай двигаться",chitchat,
Включи кондиционер на холод,ac_mode_set,"{""mode"": ""cold""}"
Установи режим авто,ac_mode_set,"{""mode"": ""auto""}"
Понизь температуру,ac_set,"{""temperature"": ""low""}"
Установи громкость на двадцать,volume_set,"{""level"": 20}"
Включи режим перемешивания,media_shuffle_set,"{""mode"": ""on""}"
Сделай автоматическую очистку стекол,defrost_set,"{""mode"": ""auto""}"
Установи подогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": ""high""}"
Установи обогрев рулевого колеса,wheel_heater_set,"{""level"": ""high""}"
Сделай салон прохладнее,ac_set,"{""temperature"": ""cool""}"
Поставь климат в режим авто,ac_mode_set,"{""mode"": ""auto""}"
Подай музыку через телефон,media_source_set,"{""source"": ""phone""}"
Включи радио 98.5,radio_set_station,"{""station"": ""98.5""}"
Выбери радиостанцию поп,radio_set_station,"{""station"": ""pop""}"
Сделай навигацию к офису,nav_start,"{""destination"": ""office""}"
Поставь навигацию на паузу,nav_cancel,
Найди парковку рядом с перекрестком,nav_start,"{""destination"": ""parking_near_intersection""}"
Скажи навигацию к дому,nav_start,"{""destination"": ""home""}"
Поищи маршрут через объезд,nav_start,"{""destination"": ""detour""}"
"Дай знать, как дорога",chitchat,
Найди ближайшую парковку снова,nav_start,"{""destination"": ""parking_nearby""}"
Поставь на паузу музыку,media_pause,
Уровень громкости на максимум,volume_set,"{""level"": 100}"
Включи режим повторения,media_repeat_set,"{""mode"": ""on""}"
Включи режим случайного воспроизведения,media_shuffle_set,"{""mode"": ""on""}"
Включи радио 107.5,radio_set_station,"{""station"": ""107.5""}"
Наведи маршрут к торговому центру,nav_start,"{""destination"": ""mall""}"
Включи стеклоочистители на авто,wipers_set,"{""state"": ""auto""}"
Переключи источник на Spotify,media_source_set,"{""source"": ""spotify""}"
Включи подогрев сиденья пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": ""high""}"
Включи режим авто на ночь,ac_mode_set,"{""mode"": ""night_auto""}"
Включи подсветку салона,chitchat,
Найди заправку рядом,nav_start,"{""destination"": ""gas_station""}"
Открой правое стекло,window_set,"{""window_side"": ""right""}"
Подними переднее левое окно,window_set,"{""window_side"": ""front_left""}"
Установи климат в автоматическом режиме,ac_mode_set,"{""mode"": ""auto""}"
Сделай прохладнее в салоне,ac_mode_set,"{""mode"": ""cool""}"
Уменьши скорость вентилятора до среднего,ac_fan_set,"{""speed"": ""medium""}"
Поставь обдув в ноги,ac_fan_set,"{""fan_location"": ""feet""}"
Установи температуру на 20 градусов,ac_set,"{""temperature"": 20}"
Включи режим Auto для вентилятора,ac_mode_set,"{""mode"": ""auto""}"
Переключи обдув на лицо,ac_fan_set,"{""fan_location"": ""face""}"
Сделай одновременный обдув ног и лица,ac_fan_set,"{""fan_location"": ""feet_face""}"
Пусти маршрут к дому,nav_start,"{""destination"": ""дом""}"
Покажи маршрут к офису,nav_start,"{""destination"": ""офис""}"
Запусти маршрут к магазину,nav_start,"{""destination"": ""магазин""}"
"Скажи, куда мне повернуть",chitchat,
Пусть навигатор подскажет поворот,chitchat,
Пробегись по маршруту и скажи развязку,chitchat,
Начни воспроизводить музыку,play_music,
Перемотай трек вперед,next_track,
Вперёд к следующей дорожке,next_track,
Установи громкость на 60 процентов,volume_set,"{""volume"": 60}"
Сохрани текущую волну как избранную,radio_set,"{""favorite"": ""current""}"
Установи дворники на минимум,wipers_set,"{""speed"": ""low""}"
Установи дворники на максимум,wipers_set,"{""speed"": ""high""}"
Раскрой солнцезащитный люк,sunroof_set,"{""position"": ""open""}"
Закрой солнцезащитный люк,sunroof_close,
Подогрев сидений спереди включи,seat_heater_set,"{""seat"": ""front""}"
Подогрей заднее сиденье,seat_heater_set,"{""seat"": ""rear""}"
Сделай подсветку на подлокотнике,play_music,
Сохранить радиостанцию в избранное,radio_set,"{""favorite"": ""current""}"
Покажи маршрут через мост к офису,nav_start,"{""destination"": ""офис через мост""}"
Отложи навигацию к рассвету над двориком,nav_start,"{""destination"": ""дом""}"
Скажи путь на рассветное утро,nav_start,"{""destination"": ""рассвет""}"
Пусти маршрут к дому через луга и двор,nav_start,"{""destination"": ""дом""}"
"Раскрой солнцезащитный люк опять, рассвет начался",sunroof_set,"{""position"": ""open""}"
"Слякоть за окном, включи подогрев руля и стекол",wheel_heater_set,
Включи дефрост для лобового стекла,defrost_set,
Переключи режим вентиляции на авто,ac_mode_set,"{""mode"": ""auto""}"
"Потеет лобовое стекло, включи обдув",defrost_set,
"Сделай тишину, выключи звук",volume_mute_set,
Переключи радиостанцию на 101.4,radio_set_station,"{""station"": 101.4}"
Закончи звонок,call_hangup,
Дворники на слабой скорости,wipers_set,"{""speed"": ""low""}"
Дворники на средней скорости,wipers_set,"{""speed"": ""medium""}"
"Замолчи музыку, выключи звук",volume_mute_set,
Подними громкость до 70 процентов,volume_set,"{""level"": 70}"
Воспроизведи следующую дорожку,next_track,
Запусти случайный плейлист,media_shuffle_set,
Установи радиостанцию 92.3,radio_set_station,"{""station"": 92.3}"
Покажи маршрут домой,nav_start,"{""destination"": ""home""}"
Включи экономичный режим кондиционирования,ac_mode_set,"{""mode"": ""eco""}"
Сделай температуру 24 градуса,ac_set,"{""temperature"": 24, ""unit"": ""C""}"
Громкость 55 процентов,volume_set,"{""level"": 55}"
Переключи на радиоприёмник,media_source_set,"{""source"": ""radio""}"
Включи музыку через USB,play_music,"{""source"": ""usb""}"
Воспроизведи мои любимые треки,play_music,"{""playlist"": ""favorites""}"
Скажи мне что-нибудь интересное,chitchat,
"Подскажи, как далеко до дома",chitchat,
Увеличь обдув перед стеклом,defrost_set,
Снизь шум дороги,volume_change,"{""direction"": ""down"", ""step"": 1}"
Настрой громкость на 60,volume_set,"{""level"": 60}"
Сделай тишину во время езды,volume_mute_set,
Переключи радиостанцию на 105.9,radio_set_station,"{""station"": 105.9}"
Слушай мой USB-плейлист,play_music,"{""playlist"": ""usb""}"
Поставь паузу песне,media_pause,
Включи режим ночной подсветки фар,headlights_set,"{""mode"": ""night""}"
Дай совет по вождению в тумане,chitchat,
Сделай режим обдува автоматическим,ac_mode_set,"{""mode"": ""auto""}"
Открой окно заднего багажника,window_set,"{""window"": ""rear"", ""position"": ""open""}"
Закрой заднее окно,window_set,"{""window"": ""rear"", ""position"": ""closed""}"
Уменьши яркость фар,headlights_set,"{""brightness"": ""low""}"
Включи повторение радио,media_repeat_set,
Позвони оператору поддержки,call_start,"{""contact"": ""support""}"
Ответь на звонок от неизвестного номера,call_answer,
"Заглохни за рулём, включи дефрост",defrost_set,
Отрегулируй направление дуйки на лобовом стекле,defrost_set,
"Пусть день будет спокойным, без лишних звуков",chitchat,
Настрой вентилятор на средний,ac_fan_set,"{""level"": ""средний""}"
Подогрей сиденье пассажиру,seat_heater_set,"{""seat"": ""front_passenger""}"
Играй любимую музыку,play_music,"{""playlist"": ""favorites""}"
Выбери радиостанцию 98.5 FM,radio_set_station,"{""station"": ""98.5 FM""}"
Переключись на радиостанцию 101.7,radio_set_station,"{""station"": ""101.7""}"
Установи дальний свет,high_beam_set,"{""state"": ""on""}"
Включи дворники на максимальную скорость,wipers_set,"{""speed"": ""max""}"
Разогрей рулевое колесо,wheel_heater_set,"{""level"": ""high""}"
"Как дела, помощник?",chitchat,"{""topic"": ""greeting""}"
Найди песню по исполнителю,play_music,"{""query"": ""artist""}"
Выбери источник медиа USB,media_source_set,"{""source"": ""USB""}"
Переключи радиостанцию на 107.9 FM,radio_set_station,"{""station"": ""107.9 FM""}"
Увеличь громкость до 60 процентов,volume_set,"{""level"": ""60""}"
Включи обогрев сидений на всех местах,seat_heater_set,"{""seat"": ""all""}"
Установи авто климат в зоне водителя,ac_mode_set,"{""zone"": ""driver""}"
Найди маршрут через центр города,nav_start,"{""destination"": ""центр города""}"
Добавь в маршрут заправку,nav_start,"{""destination"": ""заправка""}"
Скажите мне погоду,chitchat,"{""topic"": ""weather""}"
Сменить источник на Bluetooth,media_source_set,"{""source"": ""Bluetooth""}"
Случайно перемешай плейлист,media_shuffle_set,"{""shuffle"": ""on""}"
Запусти радио,radio_set,
Найди песню по артисту,play_music,"{""artist_query"": ""true""}"
Скажите привет ассистенту,chitchat,"{""topic"": ""greeting""}"
Сделай дефрост лобового стекла,defrost_set,"{""mode"": ""defrost""}"
Установи авто климат в режиме auto,ac_mode_set,"{""mode"": ""auto""}"
Установи обогрев задних сидений,seat_heater_set,"{""seat"": ""rear""}"
Найди маршрут до офиса,nav_start,"{""destination"": ""офис""}"
Скажите погоду в регионе,chitchat,"{""topic"": ""weather""}"
Установи кондиционер на минимальную прохладу,ac_set,
Переключи кондиционер в авто режим,ac_mode_set,"{""mode"": ""auto""}"
Задай температуру 22 градуса,ac_set,"{""temperature"": 22}"
Снизь скорость вентилятора до минимума,ac_fan_set,"{""fan_speed"": ""low""}"
Сделай обдув лобового стекла,defrost_set,"{""zone"": ""front""}"
Настрой обдув лобового стекла,defrost_set,"{""zone"": ""front""}"
Поставь паузу воспроизведения,media_pause,
Увеличь громкость на две ступени,volume_change,"{""delta"": 2}"
Задай громкость 50 процентов,volume_set,"{""level"": 50}"
Случайный режим воспроизведения включи,media_shuffle_set,"{""shuffle"": ""on""}"
Стань на волне 99.5 FM,radio_set_station,"{""station"": ""99.5 FM""}"
Выбери радиостанцию Эхо Москвы,radio_set_station,"{""station"": ""Эхо Москвы""}"
Наведи маршрут к дому,nav_start,"{""destination"": ""дом""}"
Отмени маршрут к офису,nav_cancel,"{""destination"": ""офис""}"
"Звонок маме, пожалуйста",call_start,"{""contact"": ""мама""}"
Дальний свет включай,headlights_set,
Дальний свет максимум,high_beam_set,"{""level"": ""max""}"
Дворники включай,wipers_set,
Дождь включи на стекле,rain_set,
Разогрей водительское сиденье,seat_heater_set,"{""seat"": ""driver""}"
Обогрев руля включи,wheel_heater_set,"{""wheel"": ""on""}"
Уменьши подогрев руля,wheel_heater_set,"{""wheel"": ""off""}"
Скажите что-нибудь дружелюбное,chitchat,"{""tone"": ""friendly""}"
Расскажи о погоде за окном,chitchat,"{""topic"": ""weather""}"
"Подскажи, где заправка по пути",chitchat,"{""topic"": ""gas_station""}"
Куда мне идти к развязке?,nav_start,"{""destination"": ""развязка""}"
Отмени маршрут по оставшемуся пути,nav_cancel,"{""destination"": ""оставшийся путь""}"
Пусть дорога будет спокойной,chitchat,"{""tone"": ""soft""}"
Включи плейлист для дороги,play_music,
Набери номер мамы,call_start,"{""contact"": ""мама""}"
